title,text
Jxnes__,"OGUDU TI WA ONLINE!!!! @ENDSARS
 https://t.co/Bt59ICWN6E"
Tijesunitemi,"@Endsars Egbon Buhari, we have reach the elastic limit to condoling this harassment caused by these dogs of yours, it is important that you open your hears wide and listen to our cry..  #EndSARS #ShutItAllDown #BuhariResign"
kushStalin,"@SavvyRinu @citizen_gavel @BBCNews @cnnbrk @dwtv   @TheDailyShow @FoxNews @FOXTV @FOX17Erik @FoxBusiness @FoxNews @espn @ESPNPR @ABC  @AriseTVAmerica @nytimes @NYDailyNews @nypost @AlJazeera @AljazeeraDoc @cnnbrk @bbcquestiontime  @cnni
#EndSARS #EndSars @EndSars"
kushStalin,"@Baybbie @PoliceNG @segalink @Omojuwa @davido @BBCNews @cnnbrk @dwtv   @TheDailyShow @FoxNews @FOXTV @FOX17Erik @FoxBusiness @FoxNews @espn @ESPNPR @ABC  @AriseTVAmerica @nytimes @NYDailyNews @nypost @AlJazeera @AljazeeraDoc @cnnbrk @bbcquestiontime  @cnni
#EndSARS #EndSars @EndSars"
ohunmakinayoba1,@BashirAhmaad @abba__aag @MBuhari @EndSars! @EndSars!! @EndSars!!! No reform No review @EndSars
Maryjan96373867,"How do u explain to a child that this two works in same office..... Abeg
@EndSARS https://t.co/GkoYFnZs81"
osike_Pmoney,@BashirAhmaad Are you guys ready to @Endsars or.....?
NICEgee101,@Diddy No backoff keep tweeting this shit @endsars
slimsoul77,@OkoloToyeeb @EndSars @wizkidayo @davido @officialnairam1 They doing too much #EndSARS
TosinOlunuga,"Why is @channelstv playing double standards at such a time as this?

Tweeting @endsars, yet televising something else.  Don't we have enough live events for you to cover?"
kushStalin,"@darkanmi @DeleMomodu @SavvyRinu @Omojuwa @lolashoneyin @yinkanubi @officialnairam1 @DrJoeAbah @mrmacaronii @PoliceNG @TunjiDisu1 @DOlusegun @BBCNews @cnnbrk @dwtv   @TheDailyShow @FoxNews @FOXTV @FOX17Erik @FoxBusiness @FoxNews @espn @ESPNPR @ABC  @AriseTVAmerica @nytimes @NYDailyNews @nypost @AlJazeera @AljazeeraDoc @cnnbrk @bbcquestiontime  @cnni
#EndSARS #EndSars @EndSars"
Gimbaa2,"@GOtvNg @GOtvNg I have been trying subscribe with gotv app sinc yesterday buh it keeps failing.. What should I do?
7022490557
@GOtvNg
@endsars"
mugagajosephad1,"ts sad to hear wats happening in nigeria , i strongly condem wat z dan bi police so @endsars"
anthony73029227,@EricaNlewedim Thanks for the meal and always joining your voice on the injustices and police Brutality been carry out by SARS. @ENDSARS https://t.co/ykoWfPadQZ
Idrisigne,@Svs_jnr @arab_makinta @EndSars Enough is enough ✊
JjOluwa,"@djkaywise Is not over until is over 😔 you, @ENDSARS, that's what we want oooooo"
NICEgee101,We believe your weight but no fall us at London @endsarsprotest @endsars https://t.co/zPFKCu1Pom
mabia_c,Ebonyi says no to SARS.. We move..💯...@Methoxyy @Endsars https://t.co/rWClJLPoVD
UmanaGodswill,"Which one is audiogwu?😂

@EndSars #EndSARS  #ShutItAllDown https://t.co/s5o3AEnNFv"
onyemalichi,@ENDSARS ANOTHER SHOT FROM A @SARS  OFFICE  KILLING A YOUNG CITIZEN  @ENDSARS https://t.co/PAgsrBtjIb
Svs_jnr,@Idrisigne @arab_makinta @EndSars My guy well well you are doing well
OkerekeFranci10,Pls sir @MBuhari direct the Inspector General of police to @EndSARSImmediately. The youth will never relent until you @EndSARS. SARS have committed more atrocities in Nigeria than anyone can imagine. @EndSARSImmediately.
_Dareboy,@EndSARS https://t.co/8V5kiKSXFs
_Zantia,God bless you man @EndSARS https://t.co/rHHcNIyl9T
zataibrahim,@KhadijaGarba19 @Endsars @Banditry @Mbuhari
zataibrahim,@savvy_riinu @Endsars @Mbuhari
AbubakarAnzar,"@terro_eyes @princeazango ur protesting against @endsars  out of ignorance,  how do u expect it to be end while using abusing language on someone parents on social network out of ignorance , sometimes Allah tried us with such conflicts for the consequences of our wrong doing , mtsssw Mara tarbiya"
JjOluwa,"@mrmacaronii Is time to fight for our right and future,@Endsars ooooooo"
SeyiAkinde7,"#EndSARS #EndSarsNow  @endsars  #akinde_seyi I join million of Nigerians to demand for a total reform Of Nigerian Police Force NOW !!! @ProfOsinbajo
@MBuhari @jidesanwoolu @NigeriaNewsdesk @AmnestyNigeria @PoliceNG @sam_adeyemi @seunokin @RealSeunKuti @femigbaja  @jidesanwoolu https://t.co/fDAcgLajx2"
BerryWandey,@HG2films @ENDSARS 💪
sazyte,"@Bet9ja
Na who dy alive dy Stake

@EndSars"
denensolex,@Omojuwa @ENDSARS
EseosaOsifo,"@SARS will kill us physically
@accessbank_help will kill us financially.
Pls @accessbank_help I made a credit transaction to my alc,the transaction was made by me in Benin.
Pls why the stamps duty charges

@EndSARS
@accessbank_help pls refund my money"
GbadegesinOmo,"@UN 
Nigerians are getting killed by our Country Policemen called @Sars
@ECOWASParliamnt 

You're reading this too

We want your voice here in Nigeria
@endsars in Nigeria"
zataibrahim,@SomtoSocial @Endsars @Mbuhari
solomonkorie,"@royaltyuso Please lets focus on the struggle. @ENDSARS
@ENDSARS
@ENDSARS
@ENDSARS
@ENDSARS"
JerryClinton18,"@akedkenny @Gidi_Traffic @Endsars
@FLOTUS @realDonaldTrump"
BeninJdpc,"Keeping quiet over this situation @endsars will simply means supporting the many atrocities many atrocities they have committed. While we don't doubt the effort of lawful police men, it is time to reform the force. To this end #WeMove to the streets.
@CharlesKUFM 
@KUFMNIGERIA"
EzeBrig12275584,@PoliceNG @endsars #EndSARS #EndSARSImmediately
jamolreanshii,@von_Bismack @endsars
Pascaldgreat1,@MistaDamex @endsars
AbubakarAnzar,"@XahraBKumbo @princeazango English is just a language it's not a measure of intelligent, mtsssssw ke kin iya turancin ne ko retweet akan @endsars din dole ne ?"
ArewaUnity,"We shall stand on our feets and fight for our rights because nobody is retrieving our freedom, expect we ourselves 👌👌
Let's stand for @Endsars and @EndBanditry"
NICEgee101,Nice one @burnaboy but still join the protest at London tomorrow @endsars https://t.co/5JQxtJjyhO
_Keddy_,@endsars @chancetherapper @TreySongz https://t.co/GcgQl6Aiq8
EneobongS,@cesc4official @cesc4official Nigeria need your voice on @Endsars a tweet is all we need
catusxustu,"@AchilleusChud @jacksonpbn @TonyeCole1 @EndSars @reformpolice The SARS are becoming uncontrollable sir, it is not the first time we have called for the problem to be looked into, they promised us reforms and nothing was done scrap sars and they can do the police reform"
kushStalin,"@AramideAdepoju @ayemojubar @MBuhari @seyiamakinde @BBCNews @cnnbrk @dwtv   @TheDailyShow @FoxNews @FOXTV @FOX17Erik @FoxBusiness @FoxNews @espn @ESPNPR @ABC  @AriseTVAmerica @nytimes @NYDailyNews @nypost @AlJazeera @AljazeeraDoc @cnnbrk @bbcquestiontime  @cnni
#EndSARS #EndSars @EndSars"
kushStalin,"@EiENigeria @ayemojubar @PoliceNG @MBuhari @OlumideSamuel_ @BBCNews @cnnbrk @dwtv   @TheDailyShow @FoxNews @FOXTV @FOX17Erik @FoxBusiness @FoxNews @espn @ESPNPR @ABC  @AriseTVAmerica @nytimes @NYDailyNews @nypost @AlJazeera @AljazeeraDoc @cnnbrk @bbcquestiontime  @cnni
#EndSARS #EndSars @EndSars"
kushStalin,"@adetolaov @ayemojubar @BBCNews @cnnbrk @dwtv   @TheDailyShow @FoxNews @FOXTV @FOX17Erik @FoxBusiness @FoxNews @espn @ESPNPR @ABC  @AriseTVAmerica @nytimes @NYDailyNews @nypost @AlJazeera @AljazeeraDoc @cnnbrk @bbcquestiontime  @cnni
#EndSARS #EndSars @EndSars"
JjOluwa,@burnaboy @Diddy 💪💪💪💪💪🤝🤝🤝🤝🤝🤝📢📢📢📢📢📢📢 make government @Endsars oooo📢📢📢📢📢
iambigT_,@irewale08 @EndSars 🤦🏾‍♂️SARS
irewale08,Yes if dey hv ended sars. @endsars https://t.co/zkRT2oH0PI
JjOluwa,@burnaboy @Endsars that's all we need ooooo
JjOluwa,"@Believe47033596 @davido I swear,is too much for them, if killing is sweeting them, they should go and meet Biko Haram and end the war there, we are tired of killing our youth😢😢😢😢😢😢@ENDSARS that's all we ask for the government 😔😔😔😔"
Tuvicakinde,@EndSARS is not #RevolutionNow movement. https://t.co/7Gs97bfdgU
sanni_ot,"@fynskin @her_excellenccy @BBCNews @cnnbrk @dwtv   @TheDailyShow @FoxNews @FOXTV @FOX17Erik @FoxBusiness @FoxNews @espn @ESPNPR @ABC  @AriseTVAmerica @nytimes @NYDailyNews @nypost @AlJazeera @AljazeeraDoc @cnnbrk @bbcquestiontime  @cnni
#EndSARS #EndSars @EndSars https://t.co/CrYrdq0yhE"
zataibrahim,@SomtoSocial @Endsars
ini_UDOKPAN,@BashirAhmaad @MBuhari @elrufai @Endsars
sazyte,"Dear @Apple Nigerian youth are killed by police for using your product. 

Dear @Mercedes Nigerian youth are killed for using your product

Pls lend a voice

@EndSARS"
zataibrahim,@AishaYesufu @Endsars
urswoohwa,"wooyoung will always be that loyal guy. why? bc he’s even loyal to his phone 

@EndSARS https://t.co/M246Bl8zhc"
Dreamic6,@mrmacaronii Kindly come to Ibadan to lead @ENDSARS protest 🙏
kushStalin,"@von_Bismack @BBCNews @cnnbrk @dwtv   @TheDailyShow @FoxNews @FOXTV @FOX17Erik @FoxBusiness @FoxNews @espn @ESPNPR @ABC  @AriseTVAmerica @nytimes @NYDailyNews @nypost @AlJazeera @AljazeeraDoc @cnnbrk @bbcquestiontime  @cnni
#EndSARS #EndSars @EndSars"
kushStalin,"@mrmacaronii @seyiamakinde @BBCNews @cnnbrk @dwtv   @TheDailyShow @FoxNews @FOXTV @FOX17Erik @FoxBusiness @FoxNews @espn @ESPNPR @ABC  @AriseTVAmerica @nytimes @NYDailyNews @nypost @AlJazeera @AljazeeraDoc @cnnbrk @bbcquestiontime  @cnni
#EndSARS #EndSars @EndSars"
kushStalin,"@ayemojubar @BBCNews @cnnbrk @dwtv   @TheDailyShow @FoxNews @FOXTV @FOX17Erik @FoxBusiness @FoxNews @espn @ESPNPR @ABC  @AriseTVAmerica @nytimes @NYDailyNews @nypost @AlJazeera @AljazeeraDoc @cnnbrk @bbcquestiontime  @cnni
#EndSARS #EndSars @EndSars"
BldrAnasin1,@Jboy75783797 @Dj_Abba @UBAFoundation @Sterling_Bankng @gtbank @EndSars Oh so we are talking about #EndNorthBanditry also
kushStalin,"@TheVyralTrendz @ifeanyiogbodo2 @BBCNews @cnnbrk @dwtv   @TheDailyShow @FoxNews @FOXTV @FOX17Erik @FoxBusiness @FoxNews @espn @ESPNPR @ABC  @AriseTVAmerica @nytimes @NYDailyNews @nypost @AlJazeera @AljazeeraDoc @cnnbrk @bbcquestiontime  @cnni
#EndSARS #EndSars @EndSars"
Idrisigne,"Marched from Berger to Louis Edet house to demand justice for everyone murdered, brutalized, extorted by the Nigerian police ✊ 
@EndSARS #ReformPoliceNG #AbujaProtests https://t.co/UWtzJCAMPk"
JjTransfer,"😭😭😭😭😭😭😭😭😭 
@Endsars please government
@FrankKhalidUK https://t.co/EMEWHAjUK9"
kushStalin,"@daddykalez @DaFreshDeltaBoi @BBCNews @cnnbrk @dwtv   @TheDailyShow @FoxNews @FOXTV @FOX17Erik @FoxBusiness @FoxNews @espn @ESPNPR @ABC  @AriseTVAmerica @nytimes @NYDailyNews @nypost @AlJazeera @AljazeeraDoc @cnnbrk @bbcquestiontime  @cnni
#EndSARS #EndSars @EndSars"
kushStalin,"@miissinvisible @Dipp_1 @BBCNews @cnnbrk @dwtv   @TheDailyShow @FoxNews @FOXTV @FOX17Erik @FoxBusiness @FoxNews @espn @ESPNPR @ABC  @AriseTVAmerica @nytimes @NYDailyNews @nypost @AlJazeera @AljazeeraDoc @cnnbrk @bbcquestiontime  @cnni
#EndSARS #EndSars @EndSars"
Benjami47321011,@Chydee U dey craze ooo @ENDSARS u no dey 🇳🇬 again u dey find album
kushStalin,"@TosinOlugbenga @BBCNews @cnnbrk @dwtv   @TheDailyShow @FoxNews @FOXTV @FOX17Erik @FoxBusiness @FoxNews @espn @ESPNPR @ABC  @AriseTVAmerica @nytimes @NYDailyNews @nypost @AlJazeera @AljazeeraDoc @cnnbrk @bbcquestiontime  @cnni
#EndSARS #EndSars @EndSars"
kushStalin,"@ayemojubar @BBCNews @cnnbrk @dwtv   @TheDailyShow @FoxNews @FOXTV @FOX17Erik @FoxBusiness @FoxNews @espn @ESPNPR @ABC  @AriseTVAmerica @nytimes @NYDailyNews @nypost @AlJazeera @AljazeeraDoc @cnnbrk @bbcquestiontime  @cnni
#EndSARS #EndSars @EndSars"
kushStalin,"@BashirAhmaad @DaFreshDeltaBoi @MBuhari @elrufai @BBCNews @cnnbrk @dwtv   @TheDailyShow @FoxNews @FOXTV @FOX17Erik @FoxBusiness @FoxNews @espn @ESPNPR @ABC  @AriseTVAmerica @nytimes @NYDailyNews @nypost @AlJazeera @AljazeeraDoc @cnnbrk @bbcquestiontime  @cnni
#EndSARS #EndSars @EndSars"
kushStalin,"@KhafiKareem @Lilbom3 @BBCNews @cnnbrk @dwtv   @TheDailyShow @FoxNews @FOXTV @FOX17Erik @FoxBusiness @FoxNews @espn @ESPNPR @ABC  @AriseTVAmerica @nytimes @NYDailyNews @nypost @AlJazeera @AljazeeraDoc @cnnbrk @bbcquestiontime  @cnni
#EndSARS #EndSars @EndSars"
kushStalin,"@RuggedyBaba @ayemojubar @PoliceNG @NGRPresident @MBuhari @ProfOsinbajo @segalink @CNN @BBCWorld @TMZ @frankdonga_ @PulseNigeria247 @instablog9ja @LindaIkejiNG @BBCNews @cnnbrk @dwtv   @TheDailyShow @FoxNews @FOXTV @FOX17Erik @FoxBusiness @FoxNews @espn @ESPNPR @ABC  @AriseTVAmerica @nytimes @NYDailyNews @nypost @AlJazeera @AljazeeraDoc @cnnbrk @bbcquestiontime  @cnni
#EndSARS #EndSars @EndSars"
OyewoleOyebanj1,@Ingrid_thinking Join @endsars
7royalfm,"@endsars peaceful protest as turn bloody in #ogbomoso, @oyostate. We urge the @concernsecurity to go there now
@stophumanbrutality
@stoptheviolence"
kushStalin,"@olamifadipe @segalink @AishaYesufu @DrOlufunmilayo @lekan_kingkong @SavvyRinu @sami_oamen @LautechAmebo1 @BBCAfrica @instablog9ja @GossipMillNaija @BBCNews @cnnbrk @dwtv   @TheDailyShow @FoxNews @FOXTV @FOX17Erik @FoxBusiness @FoxNews @espn @ESPNPR @ABC  @AriseTVAmerica @nytimes @NYDailyNews @nypost @AlJazeera @AljazeeraDoc @cnnbrk @bbcquestiontime  @cnni
#EndSARS #EndSars @EndSars"
kushStalin,"@iamhafeez_ @DaFreshDeltaBoi @BBCNews @cnnbrk @dwtv   @TheDailyShow @FoxNews @FOXTV @FOX17Erik @FoxBusiness @FoxNews @espn @ESPNPR @ABC  @AriseTVAmerica @nytimes @NYDailyNews @nypost @AlJazeera @AljazeeraDoc @cnnbrk @bbcquestiontime  @cnni
#EndSARS #EndSars @EndSars"
olaabimbola83,"Why do y'all need Beyoncé or any other popular figure to speak up for us? With our voices as a nation, we will end this cancer called sars @EndSars"
OyewoleOyebanj1,@KameronBennett Please join the protest @endsars 🇳🇬
utoofoolish,"Nigeria is in this state to day becos we voted a very useless president, Vp, senators, house of rep members, governors, state assembly members.

They are so daft that they don't have common sense. They don't know what it takes to build a nation.

@ENDSARS
@AmnestyNigeria https://t.co/5ooE523eaf"
_mykingdom,"@ToyosiGodwin @Yinkar_ @BBCNews @cnnbrk @dwtv   @TheDailyShow @FoxNews @FOXTV @FOX17Erik @FoxBusiness @FoxNews @espn @ESPNPR @ABC  @AriseTVAmerica @nytimes @NYDailyNews @nypost @AlJazeera @AljazeeraDoc @cnnbrk @bbcquestiontime  @cnni
#EndSARS #EndSars @EndSars"
ettu_ibrahim,@EndSars @ASSU @Fmohnigeria @info4unilorin @NGRPresident @NigeriaGov @timiuser @FMHDSD @FMWHNIG @NigEducation @NigeriaFMYS @FMoCDENigeria @ASSU @MBuhari @atiku @davido https://t.co/deg5DpU3hX
Lancelo30536479,@England @MarcusRashford @Endsars https://t.co/F1s00SAXDo
TZEALOUS1,Live at OGBOMOSO @endsars @wizkidayo @davido @officialnairam1 please help us ooooo https://t.co/umIxpjh3gQ
6lacq_,"@AchilleusChud @jacksonpbn @TonyeCole1 @EndSars @reformpolice Join the movement or sit this one out Daddy. Your generation never had it easy too but you kept mute and now you want to transfer that spirit to our generation, we won't take that Sir we will keep pushing until we get what we want #EndSARS"
sanni_ot,"@Adewumi20 @ossaime2Ogochuk @segalink @BBCNews @cnnbrk @dwtv   @TheDailyShow @FoxNews @FOXTV @FOX17Erik @FoxBusiness @FoxNews @espn @ESPNPR @ABC  @AriseTVAmerica @nytimes @NYDailyNews @nypost @AlJazeera @AljazeeraDoc @cnnbrk @bbcquestiontime  @cnni
#EndSARS #EndSars @EndSars https://t.co/3S4bjsPx8G"
6lacq_,"@AchilleusChud @jacksonpbn @TonyeCole1 @EndSars @reformpolice How's this even related?
And how many times ""as they claim"" have they reformed SARS in the last 4years?"
KevinD61871530,@EndSars we don't want anything to reform them they should go Enough is Enough @EndPoliceBrutality https://t.co/Lt9PfkvyuV
VjDawoods,"@BBCNews @cnnbrk @dwtv   @TheDailyShow @FoxNews @FOXTV @FOX17Erik @FoxBusiness @FoxNews @espn @ESPNPR @ABC  @AriseTVAmerica @nytimes @NYDailyNews @nypost @AlJazeera @AljazeeraDoc @cnnbrk @bbcquestiontime  @cnni
#EndSARS #EndSars @EndSars https://t.co/L08dwho7us"
ewa_adejoke,"@Sonjoe_Kutuh I want sir
  @EndSars"
Jboy75783797,@BldrAnasin1 @Dj_Abba @UBAFoundation @Sterling_Bankng @gtbank Lolx we're talking about @endsars not that
FErueme,"@OmoyeleSowore,should choose another date for his #RevolutionNow and #BuharResign protest if his agenda is opposite of @ENDSARS&amp;PoliceBrutality Protests. 

#A STITCH IN TIME SAVE NINE!"
BlueSharingan3,"Dear @Apple
Nigerian policemen kill young people for owning an iPhone.

Dear @MercedesBenz 
Nigerian policemen kill young people for buying your cars.

Dear @Nike @adidas
Are you aware young people are killed for buying your trainers?

Pls lend a voice. Help @endsars"
AchilleusChud,"@6lacq_ @jacksonpbn @TonyeCole1 @EndSars @reformpolice So, what is the fate of the hundreds of policemen who have been killed by armed robbers and other criminal elements? How do you address that?"
itz_olaxco,@AchilleusChud @jacksonpbn @TonyeCole1 @EndSars @reformpolice ✖️✖️✖️
Igbarere1,@davido @atiku @YeleSowore @officialnairam1 @davido @endsars 😭😭 3 killed at lautech https://t.co/4pR3yDYDKE
AchilleusChud,@ENDSARS01 @jacksonpbn @TonyeCole1 @EndSars @reformpolice What do you think?
Jboy75783797,@Cristiano @clearhair We need you your support @Cristiano @endsars https://t.co/ds8sELtVmk
itz_olaxco,"@AchilleusChud @jacksonpbn @TonyeCole1 @EndSars @reformpolice Are you normal sir?
Are you mentally okay?
#EndSarsNow #EndSARS"
Olamilekan2723,This is happening right now in ogbomoso @davido @instablog9ja @samkelf @HG2films @EndSARS @Mrmacaroni https://t.co/bLeve3JE00
venustas49,"@ChelseaFC 
We are Nigerians and for once we need your support through your voice in our struggle to @endsars"
Rosie_Maris,@Pontifex @Pontifex our rights as Nigerians has been taken away by the leaders we voted into power. They want to kill the youths of the land.. we need your help to @endpolicebrutality and @EndSARS.
AbdullahiShams,"@EndNorthBanditry
@EndSARS https://t.co/GwD370mmNF"
BOgbance,"@Mrbankstips @EndpoliceBrutality
@EndSARS"
kushStalin,"@lekan_kingkong @DaFreshDeltaBoi @PoliceNG @BBCNews @cnnbrk @dwtv   @TheDailyShow @FoxNews @FOXTV @FOX17Erik @FoxBusiness @FoxNews @espn @ESPNPR @ABC  @AriseTVAmerica @nytimes @NYDailyNews @nypost @AlJazeera @AljazeeraDoc @cnnbrk @bbcquestiontime  @cnni
#EndSARS #EndSars @EndSars"
sanni_ot,"@SisterHuncho @BBCNews @cnnbrk @dwtv   @TheDailyShow @FoxNews @FOXTV @FOX17Erik @FoxBusiness @FoxNews @espn @ESPNPR @ABC  @AriseTVAmerica @nytimes @NYDailyNews @nypost @AlJazeera @AljazeeraDoc @cnnbrk @bbcquestiontime  @cnni
#EndSARS #EndSars @EndSars https://t.co/IXGcP9O2bS"
kushStalin,"@rudeboypsquare @BBCNews @cnnbrk @dwtv   @TheDailyShow @FoxNews @FOXTV @FOX17Erik @FoxBusiness @FoxNews @espn @ESPNPR @ABC  @AriseTVAmerica @nytimes @NYDailyNews @nypost @AlJazeera @AljazeeraDoc @cnnbrk @bbcquestiontime  @cnni
#EndSARS #EndSars @EndSars"
kushStalin,"@DannyWalta @Omololu14083304 @SavvyRinu @BBCNews @cnnbrk @dwtv   @TheDailyShow @FoxNews @FOXTV @FOX17Erik @FoxBusiness @FoxNews @espn @ESPNPR @ABC  @AriseTVAmerica @nytimes @NYDailyNews @nypost @AlJazeera @AljazeeraDoc @cnnbrk @bbcquestiontime  @cnni
#EndSARS #EndSars @EndSars"
Lily82881768,A lautech student shot dead by @Endsars #EndSarsNow #EndPoliceBrutality https://t.co/aUC7zMlT6b
kushStalin,"@ayemojubar @BBCNews @cnnbrk @dwtv   @TheDailyShow @FoxNews @FOXTV @FOX17Erik @FoxBusiness @FoxNews @espn @ESPNPR @ABC  @AriseTVAmerica @nytimes @NYDailyNews @nypost @AlJazeera @AljazeeraDoc @cnnbrk @bbcquestiontime  @cnni
#EndSARS #EndSars @EndSars"
kushStalin,"@Brighttez1 @KendrickCee @PoliceNG @mrmacaronii @davido @DONJAZZY @BBCNews @cnnbrk @dwtv   @TheDailyShow @FoxNews @FOXTV @FOX17Erik @FoxBusiness @FoxNews @espn @ESPNPR @ABC  @AriseTVAmerica @nytimes @NYDailyNews @nypost @AlJazeera @AljazeeraDoc @cnnbrk @bbcquestiontime  @cnni
#EndSARS #EndSars @EndSars"
6lacq_,"@AchilleusChud @jacksonpbn @TonyeCole1 @EndSars @reformpolice Daddy you eje mo nkan tema so
#EndSARS #EndSarsNow 
It seems none of your wards has never gotten home with bruises all over cos they own some regular luxury items before."
sanni_ot,"@OtunbaMKO @BBCNews @cnnbrk @dwtv   @TheDailyShow @FoxNews @FOXTV @FOX17Erik @FoxBusiness @FoxNews @espn @ESPNPR @ABC  @AriseTVAmerica @nytimes @NYDailyNews @nypost @AlJazeera @AljazeeraDoc @cnnbrk @bbcquestiontime  @cnni
#EndSARS #EndSars @EndSars https://t.co/b4ROG0uWeQ"
sanni_ot,"@AramideAdepoju @adetola_dosu @segalink @NigeriaGov @seyiamakinde @LAUTECHupdates @lekan_kingkong @SavvyRinu @BBCNews @cnnbrk @dwtv   @TheDailyShow @FoxNews @FOXTV @FOX17Erik @FoxBusiness @FoxNews @espn @ESPNPR @ABC  @AriseTVAmerica @nytimes @NYDailyNews @nypost @AlJazeera @AljazeeraDoc @cnnbrk @bbcquestiontime  @cnni
#EndSARS #EndSars @EndSars https://t.co/2mqIe35g33"
BlavkRadoo,We are not criminals @EndSARS https://t.co/uwQ4t1S3eI
OlisaOkoro,Is it just me or is @EndSARS no longer trending https://t.co/HZHu4OnAEo
Brightville2020,@BBCAfrica I doubt if any Nigerian who isn't a politician will believe Buhari or the police leadership. They are serial liars. Current erosion of trust is due to their consistent failure to implement promised reforms. @endSARS
BlavkRadoo,@EndSARS 💔💔 https://t.co/MOxLFHWxE6
Solopapy,Still on move @EndSARS @AMUWO_FESTAC_TOWN_LAGOS https://t.co/XBlp0K2kol
mahmud_daddy,Can my community do without #SARS @Endsars #protesters ?????
olagunjukunmi32,"Where are those Politrician wives? Those hypocrites that disguise to be real on SAY NO TO RAPE issues...we see them nowhere bacause it doesn't affects their children....we call on Aishat Buhari, Oluremi Tinubu and co. We need you all to talk your husbands to @EndSars, Endbad Govt"
ENEIKECHUKWU,#whereisnigeriapresident the same SARS and Nigeria police are still killing our youths as they protest @EndSARS is the president detached from events going on in various cities across our Nation.
kushStalin,"@nemi_e @BBCNews @cnnbrk @dwtv   @TheDailyShow @FoxNews @FOXTV @FOX17Erik @FoxBusiness @FoxNews @espn @ESPNPR @ABC  @AriseTVAmerica @nytimes @NYDailyNews @nypost @AlJazeera @AljazeeraDoc @cnnbrk @bbcquestiontime  @cnni
#EndSARS #EndSars @EndSars"
kushStalin,"@_MzJayde @RealThunderClap @BBCNews @cnnbrk @dwtv   @TheDailyShow @FoxNews @FOXTV @FOX17Erik @FoxBusiness @FoxNews @espn @ESPNPR @ABC  @AriseTVAmerica @nytimes @NYDailyNews @nypost @AlJazeera @AljazeeraDoc @cnnbrk @bbcquestiontime  @cnni
#EndSARS #EndSars @EndSars"
kushStalin,"@AmnestyNigeria @BBCNews @cnnbrk @dwtv   @TheDailyShow @FoxNews @FOXTV @FOX17Erik @FoxBusiness @FoxNews @espn @ESPNPR @ABC  @AriseTVAmerica @nytimes @NYDailyNews @nypost @AlJazeera @AljazeeraDoc @cnnbrk @bbcquestiontime  @cnni
#EndSARS #EndSars @EndSars"
kushStalin,"@afolabimiley @BBCNews @cnnbrk @dwtv   @TheDailyShow @FoxNews @FOXTV @FOX17Erik @FoxBusiness @FoxNews @espn @ESPNPR @ABC  @AriseTVAmerica @nytimes @NYDailyNews @nypost @AlJazeera @AljazeeraDoc @cnnbrk @bbcquestiontime  @cnni
#EndSARS #EndSars @EndSars"
KennethArchibo6,@MBuhari @endsars
kushStalin,"@Remi_AFR @correct677 @BBCNews @cnnbrk @dwtv   @TheDailyShow @FoxNews @FOXTV @FOX17Erik @FoxBusiness @FoxNews @espn @ESPNPR @ABC  @AriseTVAmerica @nytimes @NYDailyNews @nypost @AlJazeera @AljazeeraDoc @cnnbrk @bbcquestiontime  @cnni
#EndSARS #EndSars @EndSars"
kushStalin,"@GazetteNGR @BBCNews @cnnbrk @dwtv   @TheDailyShow @FoxNews @FOXTV @FOX17Erik @FoxBusiness @FoxNews @espn @ESPNPR @ABC  @AriseTVAmerica @nytimes @NYDailyNews @nypost @AlJazeera @AljazeeraDoc @cnnbrk @bbcquestiontime  @cnni
#EndSARS #EndSars @EndSars"
sanni_ot,"@Omojuwa @StonerGemini @BarackObama @BBCNews @cnnbrkostoxNews @espn @BarackObama  @ESPNPR @ABC  @AriseTVAmerica @nytimes @NYDailyNews @nypost @AlJazeera @AljazeeraDoc @cnnbrk @bbcquestiontime  @cnni
#EndSARS #EndSars @EndSars"
sanni_ot,"@davido @BBCNews @cnnbrk @dwtv   @TheDailyShow @FoxNews @FOXTV @FOX17Erik @FoxBusiness @FoxNews @espn @ESPNPR @ABC  @AriseTVAmerica @nytimes @NYDailyNews @nypost @AlJazeera @AljazeeraDoc @cnnbrk @bbcquestiontime  @cnni
#EndSARS #EndSars @EndSars"
kushStalin,"@mr_adebayo5 @Olamirewaju22 @MBuhari @BBCNews @cnnbrk @dwtv   @TheDailyShow @FoxNews @FOXTV @FOX17Erik @FoxBusiness @FoxNews @espn @ESPNPR @ABC  @AriseTVAmerica @nytimes @NYDailyNews @nypost @AlJazeera @AljazeeraDoc @cnnbrk @bbcquestiontime  @cnni
#EndSARS #EndSars @EndSars"
kushStalin,"@eyebuggy @Peacefulola @AJEnglish @NGRPresident @SenateForeign @frankmbablog @BBCAfrica @BBCBreaking @BBCNews @cnnbrk @dwtv   @TheDailyShow @FoxNews @FOXTV @FOX17Erik @FoxBusiness @FoxNews @espn @ESPNPR @ABC  @AriseTVAmerica @nytimes @NYDailyNews @nypost @AlJazeera @AljazeeraDoc @cnnbrk @bbcquestiontime  @cnni
#EndSARS #EndSars @EndSars"
